facility_name,address,ward_name,lng,lat
医）岩味クリニック,名古屋市中川区長須賀３－７０１,名古屋市中川区,136.827286,35.145275
うえだ皮膚科内科 高杉院,名古屋市中川区高杉町３４,名古屋市中川区,136.844589,35.125988
うえむら整形外科,名古屋市中川区中野新町５－３９,名古屋市中川区,136.870255,35.126503
医）健楽会 おかだ内科,名古屋市中川区東中島町５－２８,名古屋市中川区,136.854889,35.127583
医）開生会 かいせい病院,名古屋市中川区月島町９－９,名古屋市中川区,136.881989,35.156101
加藤クリニック,名古屋市中川区神郷町１－２４,名古屋市中川区,136.882126,35.136501
加藤内科,名古屋市中川区高畑３－２０９,名古屋市中川区,136.853271,35.137451
クリニック サンセール,名古屋市中川区中島新町２－３１１,名古屋市中川区,136.852753,35.126816
小塚内科クリニック,名古屋市中川区江松１－１９１３,名古屋市中川区,136.820694,35.128647
小寺医院,名古屋市中川区野田２－９１,名古屋市中川区,136.843918,35.144863
医）紀泉会 さくらこどもクリニック,名古屋市中川区打出２－１９９－１,名古屋市中川区,136.842087,35.133766
佐藤あつしクリニック,名古屋市中川区万町４０３,名古屋市中川区,136.860001,35.146259
医）佐藤是医院,名古屋市中川区中野新町３－１０,名古屋市中川区,136.872711,35.127579
医）広徳会 佐藤病院,名古屋市中川区尾頭橋２－１９－１１,名古屋市中川区,136.88797,35.144123
山王クリニック,名古屋市中川区西日置２－３－５,名古屋市中川区,136.891739,35.154919
しょうわ橋内科外科クリニック,名古屋市中川区外新町２－４５,名古屋市中川区,136.882263,35.128738
医）良仁会 増森クリニック,名古屋市中川区戸田３－１７１７,名古屋市中川区,136.804932,35.13797
医）千珠会 曽我内科クリニック,名古屋市中川区富田町千音寺仏供田3133,名古屋市中川区,136.824341,35.126186
たいようファミリークリニック,名古屋市中川区昭和橋通１－１５－５,名古屋市中川区,136.872711,35.125317
みなと医療生活協同組合 高畑生協診療所,名古屋市中川区高畑５－１８２,名古屋市中川区,136.85173,35.143669
戸田ファミリークリニック,名古屋市中川区戸田明正２－３０１,名古屋市中川区,136.807068,35.145428
富田クリニック,名古屋市中川区かの里２－５０４,名古屋市中川区,136.815765,35.129501
医）親和会 富田病院,名古屋市中川区かの里１－３０１,名古屋市中川区,136.814819,35.13364
医）純正会 名古屋西病院,名古屋市中川区荒子２－４０,名古屋市中川区,136.858994,35.140076
野村医院,名古屋市中川区福住町１－５,名古屋市中川区,136.882339,35.158188
はしもと内科,名古屋市中川区大当郎２－１１０１,名古屋市中川区,136.831924,35.133053
はとりファミリークリニック,名古屋市中川区服部３－４１６,名古屋市中川区,136.813492,35.149235
医）バームリンデン はやせ希望クリニック,名古屋市中川区松葉町４－６０,名古屋市中川区,136.864609,35.149422
医）聖真会 春田仁愛病院,名古屋市中川区東春田２－１７８,名古屋市中川区,136.816956,35.141083
藤田医科大学ばんたね病院,名古屋市中川区尾頭橋３－６－１０,名古屋市中川区,136.890991,35.144558
医）生生会 まつかげシニアホスピタル,名古屋市中川区打出２－３４７,名古屋市中川区,136.839294,35.134521
医）松本ファミリークリニック,名古屋市中川区長須賀３－７０４,名古屋市中川区,136.827286,35.145275
水谷クリニック,名古屋市中川区高杉町１０３－８,名古屋市中川区,136.843124,35.12447
医）三水会 水野クリニック,名古屋市中川区山王１－８－２２,名古屋市中川区,136.888809,35.153595
あおなみクリニック,名古屋市港区正徳町１－１０,名古屋市港区,136.862625,35.121208
医）江崎医院,名古屋市港区名港１－１８－１０,名古屋市港区,136.883179,35.097633
医）幸会 岡田整形外科内科,名古屋市港区名四町１８５,名古屋市港区,136.868332,35.098183
医）吉祥会 岡本医院本院,名古屋市港区船頭場２－１２３５,名古屋市港区,136.829086,35.117954
医）杏園会 介護老人保健施設トリトン,名古屋市港区西倉町１－１４,名古屋市港区,136.878494,35.095039
医）幸会 クリニックおかだ,名古屋市港区幸町２－２５,名古屋市港区,136.871964,35.098965
小島内科クリニック,名古屋市港区宝神３－２３１４,名古屋市港区,136.853134,35.087036
児玉クリニック,名古屋市港区新茶屋１－１３１３,名古屋市港区,136.806229,35.111118
さかいクリニック,名古屋市港区幸町２－３９－１,名古屋市港区,136.873199,35.098801
坂野クリニック,名古屋市港区七反野１－９０１,名古屋市港区,136.820236,35.11404
汐止クリニック,名古屋市港区野跡４－６－９－１０１,名古屋市港区,136.8535,35.07753
みなと医療生活協同組合 当知診療所,名古屋市港区小碓２－２８４,名古屋市港区,136.854141,35.115341
医）堂満医院,名古屋市港区七反野２－２３０２,名古屋市港区,136.819046,35.110592
医）純正会 東洋病院,名古屋市港区正保町３－３８,名古屋市港区,136.860641,35.117252
医）圭翔会 永井医院,名古屋市港区名港１－２０－１０,名古屋市港区,136.883453,35.098976
医）実り会 ながしま内科,名古屋市港区秋葉２－７－１,名古屋市港区,136.822479,35.107052
医）幸会 南陽病院,名古屋市港区小賀須３－１１０１,名古屋市港区,136.828506,35.111305
はしもと内科クリニック,名古屋市港区入場１－５０２,名古屋市港区,136.855103,35.110493
医）服部内科・小児科医院,名古屋市港区多加良浦町５－１－１,名古屋市港区,136.843307,35.100021
みなと医療生活協同組合 宝神生協診療所,名古屋市港区宝神３－２１０７－２,名古屋市港区,136.855026,35.087395
よこやまクリニック,名古屋市港区小碓２－６０,名古屋市港区,136.854141,35.115341
臨港病院,名古屋市港区名港２－９－４３,名古屋市港区,136.882599,35.095093
医）愛精会 あいせい紀年病院,名古屋市南区曽池町４－２８,名古屋市南区,136.928314,35.103848
あらたま漢方診療所,名古屋市南区菊住１－７－１０,名古屋市南区,136.935028,35.114536
伊藤しあわせクリニック,名古屋市南区弥生町１４,名古屋市南区,136.942368,35.102432
医）植谷医院,名古屋市南区桜台１－１４－１,名古屋市南区,136.936981,35.108093
社医）宏潤会 内田橋ファミリークリニック,名古屋市南区内田橋１－３０－９,名古屋市南区,136.906616,35.111942
うららクリニック,名古屋市南区内田橋２－３１－３,名古屋市南区,136.909103,35.112946
かくむクリニック,名古屋市南区鳴尾１－２９,名古屋市南区,136.933426,35.077568
医）カケヒ内科小児科,名古屋市南区桜本町１２５,名古屋市南区,136.936432,35.102276
医）笠寺病院,名古屋市南区松池町３－１９,名古屋市南区,136.930618,35.098785
かすばたクリニック,名古屋市南区粕畠町３－１６,名古屋市南区,136.937012,35.093063
南医療生協 かなめ病院,名古屋市南区天白町１－５,名古屋市南区,136.920685,35.072666
カネマキ医院,名古屋市南区桜台２－１８－３２,名古屋市南区,136.942749,35.106094
医）心和会 北村病院,名古屋市南区菊住２－４－１２,名古屋市南区,136.936966,35.113026
きむら泌尿器科クリニック,名古屋市南区忠次１－１－６,名古屋市南区,136.916138,35.102264
Ｋこどもクリニック,名古屋市南区駈上２－１－１６,名古屋市南区,136.937622,35.113075
医）緑翔会 小松病院,名古屋市南区前浜通６－４５,名古屋市南区,136.935104,35.098244
社医）宏潤会 だいどうクリニック,名古屋市南区白水町８,名古屋市南区,136.908432,35.074577
社医）宏潤会 大同病院,名古屋市南区白水町９,名古屋市南区,136.907043,35.07468
南医療生活協同組合 たから診療所,名古屋市南区北頭町２－３５,名古屋市南区,136.916977,35.089527
津田医院,名古屋市南区道徳通２－２０－２,名古屋市南区,136.906097,35.101051
医）ＰＡＣ てらだアレルギーこどもクリニック,名古屋市南区豊田１－３０－１ メディコート ３階,名古屋市南区,136.912338,35.107536
中村医院,名古屋市南区豊田２－５－１２,名古屋市南区,136.916931,35.107014
なかわりクリニック,名古屋市南区中割町１－３２－１,名古屋市南区,136.91571,35.087471
医）並木会 並木クリニック,名古屋市南区内田橋２－１０－２２,名古屋市南区,136.910751,35.115738
新美クリニック,名古屋市南区明円町４５－２,名古屋市南区,136.943451,35.102036
二之湯医院,名古屋市南区赤坪町２４２,名古屋市南区,136.943146,35.094257
早川医院,名古屋市南区加福本通２－１３,名古屋市南区,136.912903,35.093212
福田外科,名古屋市南区鶴見通１－３,名古屋市南区,136.912354,35.075497
医）藤井医院,名古屋市南区北内町１ー３ー２,名古屋市南区,136.924484,35.107605
南医療生活協同組合 星崎診療所,名古屋市南区星崎１－１２３,名古屋市南区,136.935165,35.081787
医）マイルストーン まつおかクリニック,名古屋市南区桜台１－２７－６,名古屋市南区,136.939713,35.106644
松原内科医院,名古屋市南区内田橋１－５－２２,名古屋市南区,136.906982,35.115231
三浦クリニック,名古屋市南区豊田１－３０－１,名古屋市南区,136.912338,35.107536
医）宮田医院,名古屋市南区道徳新町５－２１,名古屋市南区,136.906647,35.104939
医）名南会 名南病院,名古屋市南区南陽通５－１－３,名古屋市南区,136.901779,35.102184
医）山和会 山口病院,名古屋市南区加福本通３－２８,名古屋市南区,136.913361,35.091911
医）愛知クリニック,名古屋市守山区日ノ後８０５,名古屋市守山区,137.011597,35.238239
おがたファミリークリニック,名古屋市守山区緑ヶ丘１０７,名古屋市守山区,136.98111,35.21188
きたやまファミリークリニック,名古屋市守山区小幡５－１４－４１,名古屋市守山区,136.984497,35.20377
医）敬進会 くれやま整形外科・胃腸科,名古屋市守山区元郷２－１４０４,名古屋市守山区,137.002289,35.203026
黒木内科クリニック,名古屋市守山区深沢１－７０５,名古屋市守山区,137.002686,35.238209
しだみ高橋クリニック,名古屋市守山区大字中志段味字洞畑２１５０,名古屋市守山区,137.026031,35.247391
しば内科クリニック,名古屋市守山区小幡南１－２４－１０,名古屋市守山区,136.976288,35.200676
医）志水クリニック,名古屋市守山区大森１－１２０４,名古屋市守山区,136.994507,35.204903
医）守誠会 新守山クリニック,名古屋市守山区鳥羽見２－１２０６,名古屋市守山区,136.949631,35.201569
なるかわレディースクリニック,名古屋市守山区野萩町１３－１４,名古屋市守山区,136.985489,35.203079
医）健成 ひょうたん山医院,名古屋市守山区東山町１０－２,名古屋市守山区,136.962936,35.199451
古沢クリニック,名古屋市守山区小幡中１－２２－２０,名古屋市守山区,136.972214,35.202461
マキムラクリニック,名古屋市守山区小幡太田３－３９,名古屋市守山区,136.977631,35.193188
医）輝和会 まつい内科クリニック,名古屋市守山区花咲台１－９０７,名古屋市守山区,137.006516,35.232845
医）宮﨑クリニック,名古屋市守山区鳥神町２１９,名古屋市守山区,136.954987,35.209274
もりやまこどもとアレルギークリニック,名古屋市守山区幸心３－１５０７－２,名古屋市守山区,136.950409,35.21233
医）順秀会 守山内科,名古屋市守山区新守山９０１,名古屋市守山区,136.945084,35.20472
もりやまファミリークリニック,名古屋市守山区瀬古東３－１４０,名古屋市守山区,136.938309,35.210583
医）有仁会 守山友愛病院,名古屋市守山区瀬古東２－４１１,名古屋市守山区,136.94223,35.208866
ようていファミリークリニック藤が丘,名古屋市守山区四軒家２－７０２,名古屋市守山区,137.01857,35.192307
医）清水会 相生山病院,名古屋市緑区藤塚３－２７０４,名古屋市緑区,137.019089,35.09515
相川みんなの診療所,名古屋市緑区相川３－２４６－２,名古屋市緑区,136.977722,35.098759
あおやま胃腸内科外科,名古屋市緑区諸の木３－１２０２,名古屋市緑区,137.000961,35.077217
阿部医院,名古屋市緑区篠の風１－１３０１,名古屋市緑区,136.97348,35.096981
うえすぎクリニック,名古屋市緑区桶狭間森前２８０１,名古屋市緑区,136.964325,35.046352
うらさと内科ハートクリニック,名古屋市緑区浦里４－８７,名古屋市緑区,136.943634,35.087708
医）コジマ会 介護老人保健施設みどり,名古屋市緑区横吹町１９０７－１２,名古屋市緑区,136.994171,35.083778
片岡内科,名古屋市緑区鳥澄３－１７１３,名古屋市緑区,136.975479,35.075813
かみさわクリニック,名古屋市緑区神沢１－２００７,名古屋市緑区,136.988281,35.097275
鬼頭医院,名古屋市緑区桶狭間２０１５,名古屋市緑区,136.971985,35.05162
内科・胃腸科 くすがみクリニック,名古屋市緑区姥子山４－１０２,名古屋市緑区,136.981415,35.068596
医）くまのまえファミリークリニック,名古屋市緑区兵庫１－４１１－２,名古屋市緑区,137.012314,35.097733
医）参方善さくら会 さくら医院,名古屋市緑区鳴子町３－４９-２３ ナルコス 2F,名古屋市緑区,136.968536,35.09827
医）楊梅会 佐藤医院,名古屋市緑区鹿山１－４３,名古屋市緑区,136.962982,35.088318
篠の風クリニック,名古屋市緑区篠の風２－４２４－１,名古屋市緑区,136.978882,35.095768
しもざとクリニック,名古屋市緑区池上台２－２６６,名古屋市緑区,136.96756,35.092022
ジャパン藤脳クリニック,名古屋市緑区横吹町１９１８－１,名古屋市緑区,136.994171,35.083778
医）Ｍ＆Ｓ会 千賀内科外科クリニック,名古屋市緑区大高町字亀原６２,名古屋市緑区,136.946487,35.067097
南医療生活協同組合 総合病院南生協病院,名古屋市緑区南大高２－２０４,名古屋市緑区,136.947189,35.053516
社医）宏潤会 大同みどりクリニック,名古屋市緑区鳴海町字矢切３７,名古屋市緑区,136.952667,35.082951
たかぎファミリークリニック,名古屋市緑区ほら貝３－９６,名古屋市緑区,136.982758,35.099052
医）貴優会 高橋ファミリークリニック,名古屋市緑区平子が丘１５０３,名古屋市緑区,136.963593,35.074726
医）滝の水クリニック,名古屋市緑区旭出２－６２６,名古屋市緑区,136.969284,35.087742
医）竹内クリニック,名古屋市緑区亀が洞１－１６０８,名古屋市緑区,137.008041,35.094673
耳鼻咽喉科 棚橋医院,名古屋市緑区鳴海町有松裏７－５４ 五竜ビル,名古屋市緑区,136.971283,35.069099
医）耳鼻咽喉科 田辺クリニック,名古屋市緑区桶狭間森前２１２３,名古屋市緑区,136.964859,35.047657
医）桃蹊 ちはら小児科,名古屋市緑区姥子山５－７０９,名古屋市緑区,136.984879,35.069542
徳重おかもとクリニック,名古屋市緑区乗鞍１－１３０４,名古屋市緑区,136.99498,35.094124
医）ＴＮＣ 徳重ながさわクリニック,名古屋市緑区徳重２－１６２１,名古屋市緑区,136.998703,35.087898
徳重はりがや循環器内科,名古屋市緑区徳重１－１４１５,名古屋市緑区,136.99704,35.091492
永井内科クリニック,名古屋市緑区鳴子町１－５４,名古屋市緑区,136.966888,35.097515
鳴海ひまわりクリニック,名古屋市緑区鳴海町三皿２９－１,名古屋市緑区,136.949326,35.082653
医）野並クリニック,名古屋市緑区鳴海町字小森８－６,名古屋市緑区,136.952942,35.1012
ひがみ内科,名古屋市緑区東神の倉３－５３０,名古屋市緑区,137.021698,35.106655
医）幸寿会 平岩病院,名古屋市緑区鳴海町相原町２６,名古屋市緑区,136.952805,35.078514
ひらおクリニック,名古屋市緑区黒沢台４－１１０６,名古屋市緑区,136.994431,35.097881
医）平松内科クリニック,名古屋市緑区篠の風３－１１２,名古屋市緑区,136.979034,35.093548
広瀬内科クリニック,名古屋市緑区姥子山１－６０８,名古屋市緑区,136.983353,35.074074
医）ＫＬＣ ファミリーランドクリニック南大高,名古屋市緑区南大高４－１８０５,名古屋市緑区,136.941116,35.055
藤田外科,名古屋市緑区境松２－３３３,名古屋市緑区,136.9841,35.062263
医）松清会 まつもとクリニック,名古屋市緑区桶狭間神明１７０２,名古屋市緑区,136.967773,35.050629
医）豊水会 みずのクリニック水広分院,名古屋市緑区水広３－８０６,名古屋市緑区,136.994949,35.077686
みどり耳鼻咽喉科クリニック,名古屋市緑区境松２－４０１,名古屋市緑区,136.985199,35.061512
みどり内科クリニック,名古屋市緑区桶狭間森前１６１５,名古屋市緑区,136.963226,35.049114
医）みみはなのど岩島クリニック,名古屋市緑区八つ松２－１０２,名古屋市緑区,136.983322,35.077141
宮田クリニック,名古屋市緑区有松１０５８,名古屋市緑区,136.968506,35.068432
南医療生活協同組合 桃山診療所,名古屋市緑区桃山１－５４,名古屋市緑区,136.987579,35.106777
もりかわファミリークリニック,名古屋市緑区水広２－１１９,名古屋市緑区,136.99675,35.07893
もろの木こどもクリニック,名古屋市緑区諸ノ木３－５０２,名古屋市緑区,137.000961,35.077217
山田クリニック,名古屋市緑区万場山２－１０１,名古屋市緑区,136.97023,35.092178
医）紘和会 山本内科,名古屋市緑区浦里３－１６３,名古屋市緑区,136.947723,35.085388
わかさとクリニック,名古屋市緑区浦里１－９８,名古屋市緑区,136.946655,35.091785
医）とく治会 朝日クリニック,名古屋市名東区香南１－４１７,名古屋市名東区,137.002029,35.18755
医）かすが 一社クリニック,名古屋市名東区一社４－２１１,名古屋市名東区,137.003616,35.165848
医）はなみ会 伊藤耳鼻咽喉科名東診療所,名古屋市名東区猪子石原３－８１１,名古屋市名東区,136.992355,35.194088
猪子石ファミリークリニック,名古屋市名東区香南１－２１１,名古屋市名東区,137.003235,35.188534
医）今井内科胃腸科クリニック,名古屋市名東区平和が丘５－２７,名古屋市名東区,136.985413,35.175678
大屋内科,名古屋市名東区陸前町２５１１,名古屋市名東区,137.01059,35.161793
加藤内科胃腸科クリニック,名古屋市名東区一社２－５ ＱＯＬ ２Ｆ,名古屋市名東区,136.99704,35.16803
医）北国会 北川内科,名古屋市名東区藤香町１４,名古屋市名東区,137.018616,35.189728
きふねこどもクリニック,名古屋市名東区勢子坊１－１４０３,名古屋市名東区,137.014664,35.161976
医）桂名会 木村病院,名古屋市名東区名東本通２－２２－１,名古屋市名東区,136.990692,35.160572
けやき内科,名古屋市名東区猪子石原１－２００２,名古屋市名東区,136.991638,35.191753
小林内科クリニック,名古屋市名東区香流３－１０１５,名古屋市名東区,136.997406,35.186646
医）楽生会 こんどうクリニック,名古屋市名東区極楽４－１３０５,名古屋市名東区,137.017441,35.154594
桜の咲クリニック,名古屋市名東区猪子石原３－８０７,名古屋市名東区,136.992355,35.194088
清水内科,名古屋市名東区山の手１－４１５,名古屋市名東区,136.989578,35.185055
高針クリニック,名古屋市名東区高針１－１７１４,名古屋市名東区,137.006149,35.15538
竹内内科,名古屋市名東区本郷２－８９,名古屋市名東区,137.013763,35.176704
照が丘クリニック,名古屋市名東区照が丘６１,名古屋市名東区,137.023422,35.18153
ながた内科クリニック,名古屋市名東区亀の井１－２１４－２,名古屋市名東区,136.995575,35.161888
医）中村クリニック,名古屋市名東区牧の里２－１９０７,名古屋市名東区,137.004684,35.151466
名古屋バースクリニック,名古屋市名東区引山３－２０１,名古屋市名東区,136.998444,35.19273
医）清俊会 西山団地内科胃腸科,名古屋市名東区西里町１－３６,名古屋市名東区,136.995163,35.155621
医）白楊会 白楊会病院,名古屋市名東区上社４－１８１,名古屋市名東区,137.007645,35.171452
はせがわクリニック,名古屋市名東区高針３－４０６,名古屋市名東区,137.009995,35.159924
はせがわ内科医院,名古屋市名東区藤ヶ丘１０７,名古屋市名東区,137.019058,35.183632
医）平松クリニック,名古屋市名東区若葉台２０４,名古屋市名東区,136.992569,35.179821
藤が丘effeファミリークリニック,名古屋市名東区藤が丘１７０－４,名古屋市名東区,137.021469,35.182381
藤が丘オーキッドファミリークリニック,名古屋市名東区藤が丘１４３,名古屋市名東区,137.021622,35.182888
星ヶ丘クリニック,名古屋市名東区西里町５－３５,名古屋市名東区,137.000107,35.154636
本郷クリニック,名古屋市名東区上社２－６９,名古屋市名東区,137.011719,35.176525
医）香徳会 メイトウホスピタル,名古屋市名東区上社３－１９１１,名古屋市名東区,137.007904,35.172928
医）修文会 明徳クリニック,名古屋市名東区猪子石３－１２１４－１,名古屋市名東区,137.005722,35.183926
メディカルケア内科,名古屋市名東区一社２－８,名古屋市名東区,136.99704,35.16803
安井クリニック,名古屋市名東区名東本通４－２６,名古屋市名東区,136.998505,35.159554
医）紘心会 やすかわクリニック,名古屋市名東区高社２－１１５ 一社メディカルステーションＢＬＤ １Ｆ,名古屋市名東区,136.996506,35.168697
よもぎクリニック,名古屋市名東区よもぎ台１－２０４－１,名古屋市名東区,136.987473,35.178707
若松医院,名古屋市名東区よもぎ台３－１３１５,名古屋市名東区,136.992783,35.174057
渡辺内科,名古屋市名東区照が丘２１２,名古屋市名東区,137.025375,35.1772
医）あいち診療会 あいち診療所野並,名古屋市天白区福池２－３３０－２,名古屋市天白区,136.958954,35.110023
あおきクリニック,名古屋市天白区植田山５－１２６－１,名古屋市天白区,136.983582,35.142662
青木内科,名古屋市天白区中砂町５３４,名古屋市天白区,136.969757,35.123032
医）いさじ医院,名古屋市天白区八幡山１４１３,名古屋市天白区,136.976532,35.131664
イルマーレ レディースクリニック,名古屋市天白区島田４－２９０４,名古屋市天白区,136.978271,35.117958
医）岩山小児科,名古屋市天白区福池２－２４,名古屋市天白区,136.956589,35.110928
うえだ耳鼻科クリニック,名古屋市天白区元植田２－２４０８－１,名古屋市天白区,136.990265,35.132374
植田西クリニック,名古屋市天白区植田西２－８０４,名古屋市天白区,136.982437,35.132973
植田山クリニック,名古屋市天白区植田山４－２２２,名古屋市天白区,136.988144,35.145218
梅が丘内科とアレルギーのクリニック,名古屋市天白区梅が丘５－２６０３,名古屋市天白区,137.001572,35.13063
医）優和会 江崎外科,名古屋市天白区原２－２９０１,名古屋市天白区,136.99118,35.122452
ＭＡクリニック,名古屋市天白区焼山１－５０２－１,名古屋市天白区,136.991165,35.14439
太田内科クリニック,名古屋市天白区向が丘２－１４０７,名古屋市天白区,137.005402,35.117729
おかもとファミリークリニック,名古屋市天白区池場３－５１７,名古屋市天白区,136.985809,35.122967
おときき山泌尿器皮フ科,名古屋市天白区池見２－２２９,名古屋市天白区,136.968918,35.126457
掛川クリニック,名古屋市天白区八事天道９１７－３,名古屋市天白区,136.96051,35.133236
木村耳鼻咽喉科,名古屋市天白区元八事１－４３,名古屋市天白区,136.962128,35.122517
医）くずしまクリニック,名古屋市天白区原４－１９０３,名古屋市天白区,136.99498,35.120403
医）紘心会 くりた内科クリニック,名古屋市天白区元八事４－８４,名古屋市天白区,136.977798,35.131081
こうのすクリニック,名古屋市天白区焼山２－２０６,名古屋市天白区,136.994156,35.14436
これちか内科クリニック,名古屋市天白区野並３－４２２,名古屋市天白区,136.956772,35.101433
医）春陽会 サクラクリニック,名古屋市天白区一つ山２－６,名古屋市天白区,136.97847,35.112282
医）健昭会 さとう内科循環器内科クリニック,名古屋市天白区原２－８０５,名古屋市天白区,136.994141,35.124199
耳鼻咽喉科めぐみクリニック,名古屋市天白区中平４－２０４,名古屋市天白区,137.000687,35.114365
すずきクリニック耳鼻咽喉科,名古屋市天白区原４－８０２,名古屋市天白区,136.993652,35.122231
すずき内科クリニック,名古屋市天白区植田東３－１１０３,名古屋市天白区,136.998215,35.131226
せんだ・クリニック,名古屋市天白区元植田２－２３１４－１,名古屋市天白区,136.988937,35.132339
竹内外科内科クリニック,名古屋市天白区土原４－６２７,名古屋市天白区,136.986328,35.111301
医）育心会 てらしま医院,名古屋市天白区植田南３－１１１ エクセル植田 １Ｆ,名古屋市天白区,136.987183,35.126778
医）泰友会 天白橋内科内視鏡クリニック,名古屋市天白区原１－１０２,名古屋市天白区,136.994385,35.125473
天白宮田クリニック,名古屋市天白区一本松２－１１０２,名古屋市天白区,136.984604,35.137096
医）名古屋記念財団 名古屋記念病院,名古屋市天白区平針４－３０５,名古屋市天白区,137.006378,35.121983
医）玲生会 にん内科,名古屋市天白区植田西１－４０９,名古屋市天白区,136.98378,35.135899
はせがわクリニック 内科・消化器内科・皮膚科,名古屋市天白区高宮町１３０８,名古屋市天白区,136.976089,35.114491
はま内科・神経内科クリニック,名古屋市天白区原１－４０９,名古屋市天白区,136.996979,35.125744
はやたクリニック,名古屋市天白区植田３－１６０３,名古屋市天白区,136.988266,35.127712
ばんのクリニック,名古屋市天白区島田黒石７１０－１,名古屋市天白区,136.991104,35.109257
久方クリニック,名古屋市天白区久方２－８,名古屋市天白区,136.983124,35.108086
平針原クリニック,名古屋市天白区原３－８０３,名古屋市天白区,136.991531,35.121319
医）松川クリニック,名古屋市天白区土原４－４０４,名古屋市天白区,136.985138,35.112312
医）松田内科クリニック,名古屋市天白区元植田１－３００２,名古屋市天白区,136.990616,35.135906
八事ホームケアクリニック,名古屋市天白区表山２－２４０４,名古屋市天白区,136.966385,35.129951
安江内科クリニック,名古屋市天白区大根町３７０,名古屋市天白区,136.992218,35.114067
医）悠山会 山内外科,名古屋市天白区植田１－２１１６ ８８ビル,名古屋市天白区,136.985046,35.12817
