facility_name,address,ward_name,lng,lat,exec_start,reception,workday,remark
下田医院,南区大岡２－１５－２９,横浜市南区,139.601212,35.420399,開始済,080-9990-9455,月、水、金(祝日、臨時休診を除く）の11:45~12:45,
医療法人社団　大岡医院,南区大岡2-13-15,横浜市南区,139.600891,35.421032,開始済,https://www.ooka-iin.jp,当院ホームページのネット受付から24時間,電話での予約は受け付けておりません。
弘明寺内科,南区大岡2-1-17セレサ弘明寺101,横浜市南区,139.600571,35.422935,開始済,045-716-0010,10時から11時、15時から16時,現在7月末まで予約は埋まっていますが、予約再開する予定です。
ともともクリニック,南区大岡4-7-6,横浜市南区,139.605759,35.413143,開始済,045-743-3782,月・火・金・土曜10～19時　水曜10～12時,接種は月・火・金・土曜14:30～15:30に実施致します
ぐみょうじ泌尿器科,南区弘明寺町字前田137-6,横浜市南区,139.597641,35.424469,44382,https://clinics.medley.life/reservation/5c77afb34c78826e7bcafbe4,月曜・木曜の15時と15時半,予約はウェブでお申し込み下さい
あずま医院,南区清水ヶ丘1-21,横浜市南区,139.613541,35.439346,開始済,045-231-7026,平日１０時から１２時,１回目と３週間後の２回目の同時予約
碧水脳神経外科クリニック,南区白妙町2-7,横浜市南区,139.626968,35.435738,開始済,045-252-7007,平日月曜から金曜の午後1時から午後4時,接種日は原則、火水木金
相原アレルギー科小児科クリニック,南区高根町３丁目１７番地,横浜市南区,139.624496,35.436867,44387,http://aihara-clinic.jp/,Webで24時間,月、火、水、金、土　Webで時間を確認してください。
北郷耳鼻咽喉科クリニック,南区通町1-2,横浜市南区,139.607681,35.428715,開始済,045-715-1133,水曜日と土曜日と日曜日を除く平日11時から13時まで,
弘明クリニック,南区通町４－８４メルベイユ弘明寺２階,横浜市南区,139.603317,35.425095,開始済,045-721-3611,水曜を除く平日９時から１１時、１５時から１８時,
せきど脳神経外科クリニック,南区通町4-82-1  サンブルグ通町1階,横浜市南区,139.603317,35.425095,開始済,045-712-0702,水曜日を除く平日　１１時ー１５時,接種は　木曜日金曜日　１１時ー15時で実施
医療法人社団向仁会西山胃腸循環器外科医院,南区中里１-１１-１９,横浜市南区,139.599609,35.417355,開始済,090-1540-2839,木曜日を除く平日14時から16時まで,
内田内科クリニック,南区中村町1-1-1アークヒルズ１F,横浜市南区,139.635651,35.436474,開始済,045-263-1255,水曜日を除く　平日　10時から11時半まで,7月の予約枠を　若干増やしました　
川田医院,南区永田北3丁目１４－３,横浜市南区,139.586563,35.439278,開始済,070-6517-1004,月金；10～12時 / 14～17時、火木；10～12時,接種は月・金の午後、火・木の午前の予定
金杉小児科内科医院,南区永田北３－２－７,横浜市南区,139.58876,35.439011,44379,045-714-0030,診療時間内（休診日の木曜．土曜午後．日曜祝日は、除く）,1日に接種可能な人数には限りがありますのでご了承下さい
南永田診療所,南区永田みなみ台２－１２－１０２,横浜市南区,139.587463,35.432529,開始済,直接,月火木金　AM7:30～AM8:00 (1日10名程度),定数に達し次第終了　接種日1回目7/4 2回目7/25
こがね町すこやかクリニック,南区西中町2-31,横浜市南区,139.621185,35.44062,開始済,080-7023-6772(予約専用電話番号),水曜日を除く平日14時から17時まで,接種は月曜日14：00~16：30で実施
横浜ひまわりクリニック,南区西中町4-72,横浜市南区,139.61705,35.439213,開始済,070-6517-4353,木曜日と金曜日の平日9時～12時と14時～17時まで,接種は木・金9：00～11：00と14:30～16:30です
さいとう整形外科クリニック,南区日枝町３丁目９１番２号,横浜市南区,139.618027,35.437263,開始済,070-8497-2930の予約専用電話でのみ予約可能,木曜日を除く平日９時から1２時まで,電話予約の際にはメモのご準備をお願いします。
ふたば整形外科,南区二葉町１－１－３０－２F,横浜市南区,139.621689,35.43531,44389,045-260-0211,木曜日を除く平日９時から１２時まで,
南横浜さくらクリニック,南区別所1-2-5　KESビル3F,横浜市南区,139.648666,35.854401,開始済,045-716-0811,土日祝を除く平日9時から17時まで,訪問診療医の為、事前契約をした患者様のみに接種致します。
医療法人社団新東会横浜みのるクリニック,南区別所1-13-8,横浜市南区,139.648529,35.852341,開始済,045-722-4122,月・水・木・金　10～18時　火・土　10～13時,予約受付は、電話番号のみ。ダブルブッキングをしないよう
みうらクリニック,南区南太田1-29-2,横浜市南区,139.615448,35.437893,開始済,045-712-0260,水曜を除く平日９時から12時、16時から18時　土曜は午前,1日に接種可能な人数には限りがありますのでご了承ください
鵜養医院,南区宮元町3丁目55番地,横浜市南区,139.610428,35.43,開始済,https://ukai-clinic.com/,予約システム(web)のみ予約可（24時間）、電話予約不可　,接種は木曜日の午前中に実施します。
医療法人社団田中クリニック,南区宮元町4-91山本ビル2F,横浜市南区,139.607803,35.428226,44392,045-743-2233,木曜日9時から11時まで電話受け付けします。,予約された方のみ月火木金9時より接種。
横浜弘明寺呼吸器内科・内科クリニック,南区六ツ川1-81　FHCビル2F,横浜市南区,139.594986,35.426159,開始済,https://www.shujii.com/0453068026/i/,専用予約システムより24時間可能,LINEアカウントよりワクチン最新情報をご覧いただけます。
六ツ川加藤整形外科,南区六ツ川1-873-14,横浜市南区,139.585587,35.423534,開始済,080-4681-9239,月、火、水、金の16時から17時まで,接種は7月1日(木)、8日(木)を主に予定
六ツ川内科消化器内科クリニック,南区六ツ川１－３９　小川ビル１階,横浜市南区,139.596176,35.425957,開始済,045-334-7520,木曜日　15時～17時,https://mutsukawa-clinic.jp/
弘明寺アイハートクリニック,南区六ッ川1-50,横浜市南区,139.596176,35.425957,開始済,045-731-5651(予約専用電話番号),水曜日と金曜日 13:30から14:30まで電話受付,接種は月~土の午前のみ実施しています
みやじ小児科クリニック,南区六ツ川3-86-5,横浜市南区,139.576416,35.427395,開始済,045-716-1011,月・火・水・金：8:30-18:00（土のみ17:00まで),接種は火・水の8:30～9:00で実施しています
清水医院,南区六ッ川1-99-1,横浜市南区,139.590286,35.425167,開始済,045-742-3350,月・火・金の１５時から１７時半まで,
横浜神経内科・内科クリニック,南区六ツ川1-211-1,横浜市南区,139.593231,35.425335,44382,045-712-3366,木曜日を除く平日11時00分12時まで,
吉野町うちだ内科クリニック,南区吉野町1-1-6ライオンズプラザ横濱サウスステージ1階,横浜市南区,139.622177,35.436722,開始済,045-242-1112,木曜日を除く平日11時～12時、16時から17時,通院病院がある場合は接種可能か確認をしてから予約ください。
まえざわ内科クリニック,南区吉野町3-7-17横浜ベイクリウス４F,横浜市南区,139.618668,35.435658,開始済,045-325-8170,診療時間内（休診日：水曜日、土曜日午後、日曜祝日）,設定した接種枠には限りがございますので、ご了承下さい。
堀越医院,港南区大久保２-１６-３７,横浜市港南区,139.586456,35.407387,開始済,045-842-4903,木曜日、土曜日を除く平日１０時～１１時、１４時～１６時,接種は土曜14時～16時、月曜と火曜の14時～15時に実施
岩泉産婦人科,港南区大久保1-15-10,横浜市港南区,139.592834,35.409122,開始済,045-349-3004,火曜から金曜までの9時から11時、15時から17時,接種は火曜から金曜で実施しています
さつき台診療所,港南区大久保３－３９－６,横浜市港南区,139.582016,35.411587,開始済,045-845-2681,水、日曜日を除く９時から１７時まで,接種日時はご予約の際にお知らせいたします
櫻井医院,港南区上大岡西１－６－１京急百貨店6階,横浜市港南区,139.596436,35.408283,44378,045-842-1690,第4木曜を除く平日10時から11時、16時から17時,現在は予約を一旦停止中。接種は水土曜日午後、金曜日午後の予定
朝倉クリニック,港南区上大岡西2－13－16,横浜市港南区,139.593506,35.405743,開始済,045-842-0385,平日１５時から１７時まで,接種は月曜から金曜は午前、午後、土曜は午前で実施しています。
宮川医院,港南区上大岡西1－12－17,横浜市港南区,139.596085,35.41135,開始済,070-4746-0978,（木・日・祝日を除く）9時から12時　15時から17時,予約受付電話のみで受け付けています。
岡内科クリニック,港南区上大岡西1-19-18長瀬ビル3F,横浜市港南区,139.593918,35.407146,開始済,https://coronavac-oka.blogspot.com,ウェブサイトから申し込み。電話不可。,接種は月・火・金16～17時、木15～16時、土10～11時
梅田内科小児科,港南区丸山台3-26-1,横浜市港南区,139.566238,35.398888,開始済,045-845-6655,診療時間内,7月12日より基礎疾患のある64歳以下の方も対象となります。
上永谷整形外科,港南区丸山台2-34-16,横浜市港南区,139.566208,35.395313,開始済,045-844-5430,診療時間内9時から12時、14時半から18時,接種は土曜日14時半から15時半となります。
上大岡耳鼻咽喉科クリニック,"港南区上大岡西1-19-18長瀬ビル1階	",横浜市港南区,139.593918,35.407146,開始済,070-1355-2770 ,月・火・木・金の12時30分から13時30分まで ,接種は6月21日から、月・火・木・金で実施予定。
上大岡静脈瘤クリニック,港南区上大岡西1-16-25-4F,横浜市港南区,139.595337,35.40815,開始済,https://kmok-jyoumyaku.jp/,24時間可,予約受付はwebからのみで、電話受付はありません。
杉山内科クリニック,港南区上大岡西1-15-1,横浜市港南区,139.595398,35.409103,開始済,045-842-1990,木曜日を除く平日14時から15時,現在7月16日まで予約が埋まっておりキャンセル待ちです。
医療法人社団厚済会　上大岡仁正クリニック,港南区上大岡西1-10-1,横浜市港南区,139.596344,35.410019,開始済,https://ssl.fdoc.jp/reserve/subjectlist/index/cid/m9973501?__FLOWID__=88feb37556569f0825067fca2249761132e06980,接種2日前まで,接種は月～土曜日の10：00～16：00 (祝日除く)
橋本消化器内科クリニック,港南区上大岡東2－7－17,横浜市港南区,139.598267,35.405338,開始済,045-882-1222,7/1.2.3　診療時間内のみ,7/5以降の予約受付時間　　月火木金　15:30～17:30
豊福医院,港南区上永谷3－18－16,横浜市港南区,139.570404,35.407001,開始済,045-844-2255,土曜午後と木曜午後を除く平日9時から17時まで,接種は10時30分以降の午前中に行います
つかさハートクリニック,港南区上永谷2-11-1　いずみプラザ上永谷104,横浜市港南区,139.572891,35.403587,開始済,045-846-0888,月曜日・水曜日・金曜日の13時から15時まで,
横浜みなと呼吸器内科・内科クリニック,港南区港南台5-23-30医療モール2F,横浜市港南区,139.581207,35.368,開始済,ymkc2020@wing.ocn.ne.jp,水曜日、土曜日、日曜日を除く、15時～18時,
港南台パークサイドクリニック,港南区港南台3-4-35 松田ビル1階,横浜市港南区,139.581039,35.374187,開始済,045-836-1688,水曜日を除く平日16時から18時まで,接種は月・火・木・金の15時～17時で実施しています。
岡田眼科,港南区港南台5-5-22,横浜市港南区,139.577911,35.372036,開始済,045-832-0808,予約整理券に記載の日時,直接来院された際に、予約のための整理券をお渡ししています。
医療法人横浜グリーンクリニック,港南区港南台4-22-9,横浜市港南区,139.575439,35.376774,開始済,045-830-6801,水曜日を除く平日15時から16時,
渡辺小児科医院,港南区港南台4-28-38 ,横浜市港南区,139.571381,35.374908,開始済,045-831-0130,木曜日を除く平日15時から16時まで,7月末までの予約受付終了。キャンセル待ちのみ受付可。少人数制
石塚内科ハートクリニック,港南区港南台5-23-30港南台医療モール2Ｆ,横浜市港南区,139.581207,35.368,開始済,045-831-4976,金曜日・日曜日を除く13時30分から14時30分,電話にて予約。接種日・時間は後日ご連絡。接種日のご希望不可。
横浜リウマチ・内科クリニック,港南区港南台5-23-30　港南台医療モール３F,横浜市港南区,139.581207,35.368,開始済,045-830-5387,木曜除く平日8時～8時30分、18時～18時30分　時間厳守,接種は毎日、木曜除く平日6名。木、土、日曜（50～100名）
医療法人社団中島整形外科,港南区港南台４-７-１２,横浜市港南区,139.575195,35.374527,開始済,https://nakajima-seikeigeka.com/,ウェブページから24時間,電話での予約は受け付けておりません。窓口かウェブのみです。
たぐち脳神経クリニック,港南区港南台 6-37-52,横浜市港南区,139.58316,35.36684,開始済,045-836-1050,木曜日を除く平日14時から15時まで,休診日に接種。7月末まで予約枠残若干名(6月4日現在）
ホームケアクリニック横浜港南,港南区港南台3-22-15,横浜市港南区,139.577988,35.379349,開始済,045-374-4454,日曜・祝日を除く9:30～17:00に予約受付電話でのみ受付,ご予約時には、1回目と2回目の予定を同時におとりします。
黒沢クリニック,港南区港南台７－４２－３０ サンライズ港南台２F,横浜市港南区,139.590714,35.368484,開始済,045-833-9632電話のみ受付,6/14(月)、21(月)、28(月)12:45～14:45,接種は火・金12:30～14:30、土15:00～17:00
岡田クリニック,港南区港南台3-3-1-203,横浜市港南区,139.578964,35.374645,開始済,045-834-3333,木曜日を除く平日10時から11時半まで,
山崎胃腸科内科クリニック,港南区港南台9-29-2,横浜市港南区,139.579315,35.368652,開始済,045-834-1243,休診日を除く診療時間内,接種は月・水・金の15時～17時で実施しています。
港南台耳鼻咽喉科,港南区港南台4-7-29,横浜市港南区,139.575195,35.374527,開始済,接種券を持ち受付窓口,平日午前9-12、午後3-7,電話のお問い合わせ及び予約は混雑のため控えさせて頂きます。かかりつけの方を優先。
やまばと内科呼吸器クリニック,港南区港南台4-20-2,横浜市港南区,139.574905,35.37635,開始済,https://www.yamabato-cl.com,24時間　WEB予約可,電接での予約はできません。WEB予約。
よこはま港南台形成クリニック,港南区港南台3-3-1　港南台214ビル212号,横浜市港南区,139.578964,35.374645,開始済,045-834-2213,木曜日を除く平日12時半から13時半まで,接種は月・火・水・金12：30～13：00予定
諏訪クリニック,港南区港南台2-11-17,横浜市港南区,139.581009,35.378979,開始済,045-834-1651,月、水、金17:00~18:00,現在キャンセル待ちのみ
かわぐち消化器内科,港南区港南台5-23-30港南台医療モール3F,横浜市港南区,139.581207,35.368,開始済,http://kawaguchiclinic.net,ネット受付のみ,電話での受付、問い合わせはしておりません。
ふくお小児科アレルギー科,港南区港南台1-48-7,横浜市港南区,139.586731,35.37624,開始済,045-833-7737,月・火・水・金の9時から14時、木のみ9時から12時,
おかのうえクリニック,港南区港南台5－23－30港南台医療モール2F,横浜市港南区,139.581207,35.368,開始済,045-836-3701,月・火・水・金12:00~12:30,現在予約を中止しております。次回7/9から予約を開始します。詳しくはホームページをご覧下さい。
医療法人社団仁明会　秋山脳神経外科クリニック,港南区港南中央通1-1,横浜市港南区,139.593353,35.40353,開始済,直接窓口にて受付,平日（火曜を除く）14時から接種券を持参の上直接窓口にて受付,接種は、月・水・金10:30から11:30で実施します。
苅部医院,港南区笹下2-7-12,横浜市港南区,139.600494,35.393421,開始済,045-843-7606,水曜日を除く平日15時から17時,
湘寿クリニック,港南区下永谷４－２－３０,横浜市港南区,139.559494,35.406528,開始済,045-825-5861,月～金（祝日は除く）　14：00～17：30迄　電話受付,接種は毎週金曜日午後、土曜日午前（祝日は除く）
ないとうクリニック,港南区下永谷２ー２８ー１７,横浜市港南区,139.562561,35.410873,開始済,045-828-7110,休診日除く１１時から１３時電話にて受付,接種日の１１時～１３時の間で実施
芹が谷クリニック,港南区芹が谷2丁目８－１１,横浜市港南区,139.573242,35.416634,開始済,045-821-9751,水曜日を除く平日10時から11時、土曜日も10時から11時,電話での予約です。窓口では受付できません。
中山医院,港南区芹が谷１丁目21-14,横浜市港南区,139.576508,35.417881,44396,045-821-1511,月・火・水・金曜日1１時30分から12時30分まで,６月14日以降はキャンセル待ちのみ。7月19日以降は通常予約になり、火・水・金曜の11時以降の接種。
医療法人Moleadつながるクリニック,港南区野庭町665番地,横浜市港南区,139.569092,35.385654,開始済,080-5748-0841,木曜日14時から16時　電話受付のみ,接種は金曜日11：00～12：00　のみ実施しています。
善利クリニック,港南区野庭町146-1,横浜市港南区,139.575775,35.3978,開始済,045-849-1080,月曜、木曜、金曜　15時から19時　火曜日　14時から17時,月、木、金15時から1８時　火１4時から1６時で実施します。
野庭中央診療所,港南区野庭町614-3-102,横浜市港南区,139.570084,35.390972,開始済,http://www.noba-clinic.com/,午後３時から午後５時（詳細はホームページへ）,電話予約不可
小田医院,港南区東永谷1－7－3,横浜市港南区,139.580643,35.407234,開始済,来院のみ,水曜日を除く平日15時から17時,電話での予約は受け付けておりません。
今井内科クリニック,港南区日限山二丁目1-33 日限山開成ビル,横浜市港南区,139.561783,35.396973,開始済,電話での予約は出来ません。当院の受付にてお願いいたします。,当院の診療時間内のみ,接種は 月・火・水・金・土 の午後に予定しています。
ごとう内科クリニック,港南区日野5-33-1,横浜市港南区,139.58165,35.392075,開始済,045-873-3394,診療時間内のみ(診療時間はホームページからご確認ください),電話で事前来院日をお伝えします。事前来院で予約確定とします。
奥田クリニック,港南区日野6-9-7 2F,横浜市港南区,139.577866,35.389271,開始済,045-370-8326,月水木9:00～17:30、土日9:00～15:00,
中森内科クリニック,港南区日野8-8-7清水橋ビル２階,横浜市港南区,139.577347,35.383396,開始済,045-846-0590･来院,診察時間内であれば電話・来院ともに受付します,予約受付中(６月１５日時点)　他で予約を取っている方は受付できません
清水橋クリニック,港南区日野中央１－１９－４,横浜市港南区,139.587158,35.387882,開始済,045-847-5623,水曜日を除く平日１４時から１６時まで,接種は月・木・金のPM. 現在、８月末まで予約埋まっています
永持クリニック,港南区日野南５－９－１,横浜市港南区,139.565979,35.376835,開始済,045-845-0505,問い合わせ、予約は診療時間内に限ります,予防接種は午前午後、若干名です。
いずみ医院,港南区丸山台2丁目41-1,横浜市港南区,139.571548,35.397491,開始済,内科診察時又は7月からウェブページにて予約開始予定,内科診察時間,受付は内科診察時もしくはウェブで（電話では行っておりません）
古家内科医院,港南区丸山台2-34-8,横浜市港南区,139.566208,35.395313,開始済,https://www.furuie-clinic.com/,木曜日を除く平日9：00～12：00，16：00～18：30,ホームページを参照下さい。お電話での問い合わせはご遠慮下さい
木下クリニック,港南区丸山台3-11-15,横浜市港南区,139.56926,35.399498,開始済,045-843-4310,木曜日を除く平日9時から13時30分まで,接種日は月・火14:40～17:40（20分単位9グループ）
上永谷ほほえみクリニック,港南区丸山台1-11-17-２F,横浜市港南区,139.572601,35.399738,開始済,045-374-4540(予約専用電話),水曜日祝日を除く、14時から16時30分まで,高齢者接種は月・火・木・土10：00～13：00で実施
せいの内科・内視鏡クリニック,港南区丸山台1-5-7　上永谷医療ビル4階,横浜市港南区,139.573761,35.402058,開始済,院内のポストに応募し予約可能な方にはこちらからお電話します,診療時間内（日曜火曜休診）,6/23にて高齢者接種受付終了　以降キャンセル待ちのみ
江口耳鼻咽喉科医院,港南区丸山台2-3-11,横浜市港南区,139.572006,35.398975,開始済,045-845-5666,木曜日を除く診療時間内,お電話にて予約を受け付けております。
医療法人真心会　上永谷さいとうクリニック,港南区丸山台１－２－１ 京急シティ上永谷Lウイング2階,横浜市港南区,139.573074,35.401829,開始済,045-849-1125,7月1日(木）14時半から17時まで　予約再開,65歳以上であれば当院受診歴の有無を問わず予約可能です。
はせがわ内科クリニック,保土ケ谷区新井町454-1　花田ビル1F,横浜市保土ケ谷区,139.557022,35.489277,開始済,080-7712-3131,平日15時から17時まで,
清水ヶ丘セツルメント診療所,保土ケ谷区岩井町222-1,横浜市保土ケ谷区,139.603394,35.441643,開始済,080-9748-0897,火曜・木曜(第2を除く)13時から14時まで,接種は金15:00-16:30、土13:30-15:30
街のクリニック,保土ケ谷区岩崎町６番１号,横浜市保土ケ谷区,139.587234,35.446281,開始済,045-331-3500,平日１１時から１３時まで,現在、接種可能な範囲の予約受付は全て終了し新規予約は不能です
稲葉耳鼻咽喉科医院,保土ケ谷区岩間町1-6-1,横浜市保土ケ谷区,139.602371,35.452808,開始済,"080-2133-1322 https://www.inaba-jibika.com""",月水金曜日10時から18時火曜日10時から12時　昼休み除く,接種は7月14日まで予約決定済。15日以降かキャンセル待ち
大和田医院,保土ケ谷区岩間町2丁目144番地,横浜市保土ケ谷区,139.599991,35.450161,開始済,045-331-0037,月、火、木、金曜日の14時30分から15時30分まで,接種は12時前後で実施します（車椅子の方は対応できません）
宮川内科小児科医院,保土ケ谷区岩間町1-4-1　2階,横浜市保土ケ谷区,139.603333,35.45332,開始済,045-331-2478,月・火・水・金・土　13時から14時まで,窓口での予約は受け付けておりません
周医院,保土ケ谷区帷子町１－３３－１,横浜市保土ケ谷区,139.599213,35.448189,開始済,045-331-1477,月、火11時から12時,月、火、土の12時から１４時で実施しています
タカオメディカルクリニック,保土ケ谷区帷子町2-85,横浜市保土ケ谷区,139.597458,35.446819,開始済,045-331-3406,木曜日を除く月、火、水、金の14時から16時,予約Webサイト作成中、６月下旬公開予定
保土ヶ谷耳鼻咽喉科,保土ケ谷区帷子町2-49-2,横浜市保土ケ谷区,139.597977,35.446686,開始済,045-332-5090http://www.hodogaya-jibika.com/index.html,7月分までは予約済みのためキャンセルで予約が空いた場合のみ,8月以降の予約は近日中にウエブのみで再開予定。HPご参照を
上星川ファミリークリニック,保土ケ谷区上星川3-2-10 クリニックステーション上星川２階,横浜市保土ケ谷区,139.579208,35.467808,開始済,070-1247-6476,木曜日を除く平日11時から12時、16時から17時,接種は原則、（火）午前（金）午前午後（土）午前に実施します。
篠崎医院,保土ケ谷区上星川3-15-5,横浜市保土ケ谷区,139.575928,35.469887,開始済,045-371-0038,水、土午後を除く平日14時から17時,
たか耳鼻咽喉科,保土ケ谷区権太坂3-1-1,横浜市保土ケ谷区,139.574478,35.438297,開始済,http://www.takazibika.com,木曜を除く平日10時以降の診療時間内に電話ではなく当院にて,保険証と接種券・薬手帳を持参し当院まで直接いらして下さい。
川村クリニック,保土ケ谷区権太坂1-52-14,横浜市保土ケ谷区,139.569107,35.437508,開始済,070-4030-1010,日曜、祝日、土曜および木曜を除く平日16時から17時まで,接種日および時間は週によって異なります。予約時に調整を
三省堂内科クリニック,保土ケ谷区坂本町68-19ハイツシャム1階,横浜市保土ケ谷区,139.579773,35.465866,開始済,045-340-1815,月、火、水、金9：00～12：00,
佐伯医院,保土ケ谷区桜ヶ丘2-2-23,横浜市保土ケ谷区,139.588593,35.450489,開始済,045-331-0683,木曜を除く平日9時から12時　月火金曜の16時から18時,
新桜クリニック,保土ケ谷区新桜ケ丘2丁目24－12,横浜市保土ケ谷区,139.565598,35.451996,開始済,070-3369-4482,木曜日を除く平日14時から15時の間,接種は月・火・金の14時から15時（受付は14時30分終了）
おおこうちクリニック,保土ケ谷区天王町1-19-4　ルミエール天王町1F,横浜市保土ケ谷区,139.602371,35.456532,開始済,045-333-5070,月曜日と水曜日の13時～14時,当院かかりつけの高齢患者は優先予約。受診時に随時受付ます。
天王町セントラルクリニック,保土ケ谷区天王町2-45-8　伊勢政ビル1階,横浜市保土ケ谷区,139.601898,35.454323,開始済,070-3107-0066,診療日の午後3時から午後5時30分まで,当院窓口でも予約を受け付けております。
診療所スカイ,保土ケ谷区常盤台84-2,横浜市保土ケ谷区,139.594803,35.474102,開始済,045-348-2306,毎月１日から　木曜日を除く平日15時から17時,接種は火・金で実施致します
ときた内科クリニック,保土ケ谷区常盤台55-19,横浜市保土ケ谷区,139.585281,35.473576,開始済,045-744-5525,診療時間内,接種は月火水金16:00~18:30土10:30~13:00
医療法人社団静心会　常盤台病院,保土ケ谷区常盤台70-26,横浜市保土ケ谷区,139.589874,35.479576,開始済,https://www.tokiwadai.or.jp,インターネット（ホームページ）予約フォームより予約可,接種は12：05～12：45、15：55～16：45で実施
くろだ内科医院,保土ケ谷区西谷4-3-19吉田ビル1階,横浜市保土ケ谷区,139.568741,35.477695,開始済,045-372-3332,休診日（木曜日他）を除く平日診療日の１０時から１１時まで,接種は原則として当院接種設定日の１１：３０～１２：３０です。
小川内科クリニック,保土ケ谷区西谷3-12-26,横浜市保土ケ谷区,139.568741,35.477695,開始済,045-371-3014,月、火、水、金曜日14時から15時まで,接種日は指定させて頂きます
浅野医院,保土ケ谷区西谷三丁目２３番３９号,横浜市保土ケ谷区,139.568741,35.477695,開始済,070-6552-1722,火・金曜日14-15時のみ,通院中の方優先。一般枠は毎週火曜日に翌週接種分を予約開始。
東川島診療所,保土ケ谷区東川島町15-6,横浜市保土ケ谷区,139.571564,35.473858,開始済,045-373-9899,月～金　10:00-11:00,接種日・時間は指定させていただきます
古川医院,保土ケ谷区東川島町20-19,横浜市保土ケ谷区,139.573822,35.473003,開始済,045-381-0604,木曜を除く平日9時から9時半まで,月曜日、火曜日、水曜日、金曜日、土曜日の午前中
和田耳鼻咽喉科,保土ケ谷区仏向町２６３～１,横浜市保土ケ谷区,139.581436,35.464355,開始済,045-334-0009,木曜を除く平日9時から12時まで,相鉄線和田町と上星川の間、国道16号から宮崎跨線橋を渡った所
保土ケ谷いいな眼科,保土ケ谷区仏向町２６３－１,横浜市保土ケ谷区,139.581436,35.464355,開始済,070-4074-3385,火・木・日除く　12時から14時まで　その他時間は窓口で受付,接種時間は選べません。
あんどう耳鼻咽喉科,保土ケ谷区星川1-24-19,横浜市保土ケ谷区,139.593079,35.455921,開始済,045-336-0878,平日　9時から15時ただし留守電に入れる,月　9：15－12：30　土　13：15－15：00
たかはし耳鼻科,保土ケ谷区星川2-4-1　星川ＳＦビル3階,横浜市保土ケ谷区,139.593689,35.45903,未定,https://ssc5.doctorqube.com/nekojibby/,24時間,ネット予約のみ　電話対応不可
星川小児クリニック,保土ケ谷区星川2－4－1　星川ＳＦビル,横浜市保土ケ谷区,139.593689,35.45903,開始済,http://home.k04.itscom.net/hskwcc/info4/vaccine/corona-vaccine.html,インターネットのみの予約ですので24時間アクセスできます。,ホームページをご覧の上、電話ではなくネットでご予約ください。
小泉クリニック,保土ケ谷区星川1-4-5-1F,横浜市保土ケ谷区,139.594742,35.457951,開始済,090-1252-9598,火・水　16時～17時　,接種は月・火・水・金17:00～18:00で実施しています
吉田クリニック,保土ケ谷区星川1-15-20,横浜市保土ケ谷区,139.592316,35.455017,開始済,045-341-2231,診療時間内で実施しています,接種は診療時間内で実施しています
ゆずりはクリニック,保土ケ谷区峰岡町1-13-1,横浜市保土ケ谷区,139.598663,35.460255,開始済,045-459-6391,月・火・水・金の12時30分から13時30分まで,6月下旬よりNET予約開始予定です。
明神台クリニック,保土ケ谷区明神台1-9,横浜市保土ケ谷区,139.588699,35.455891,開始済,045-332-4178,金14時から16時,予約受付日以外のお電話は控えてください
中村内科クリニック,保土ケ谷区和田1-11-17コートリーハウス横浜和田町1F-101,横浜市保土ケ谷区,139.589508,35.46463,開始済,045-340-3223,診療時間内,接種は月、金17時～18時に実施。接種日時は後日連絡します。
横浜鶴ヶ峰病院,旭区川島町1764番地,横浜市旭区,139.554321,35.469746,開始済,080-7593-2508,平日（月曜日～金曜日）14時～16時まで,予約多数のためこれからの予約者接種は9月以降になる見込みです
片桐クリニック,旭区川島町３０５０－９,横浜市旭区,139.562424,35.482552,開始済,045-383-6761,水曜と土曜を除く平日の9時から12時、15時から18時まで。,接種は月・金9：00～12：00、15：00～18：00
大塚クリニック,旭区市沢町995田口ビル1F,横浜市旭区,139.556625,35.45583,開始済,045-355-5377,水曜日を除く平日15時から17時まで,駐車台数に限りがあるので一度に多くの方は受け入れられません。
横浜療育医療センター,旭区市沢町557-2,横浜市旭区,139.563721,35.45628,開始済,080-9704-9513,10：00～11：30/14：00～15：30,予約についてはキャンセル待ちのみ
つくしクリニック,旭区今宿二丁目６３-１４,横浜市旭区,139.517059,35.470993,開始済,045-360-0028,水曜日を除く平日9時30分から17時まで　土曜日は12時まで,接種は月・火・木・金・土・の12：30～13：30で実施です
渡辺内科クリニック,旭区今宿町2666-27,横浜市旭区,139.51387,35.468155,開始済,045-367-1748,木曜日を除く平日10時30分から12時まで,接種は金16：00～17：30　土曜日13：00～15:00
大川内科クリニック,旭区今宿西町285,横浜市旭区,139.523529,35.484821,44414,045-951-2321,水日曜祝日を除く9時～19時土曜日9時～17時,7月いっぱいの予約枠は埋まってます。電話のみの予約となります
柏町整形外科,旭区柏町47-16,横浜市旭区,139.524261,35.451077,開始済,045-364-3211(予約専用ではありません),月～金の10時～12時に接種券持参で直接来院し予約して下さい,接種は月・火・水15時～18時で実施します
医療法人想愛会　サンクリニック,旭区柏町97-8,横浜市旭区,139.523087,35.451157,開始済,045-366-6822,水曜日を除く15：00～17：00,
きくち医院,旭区上白根1-8-9,横浜市旭区,139.538132,35.490097,開始済,045-954-3234,金曜１０時から１２時、１５時から１８時　電話受付のみ,1週間の接種可能人数まで受け付けます。
