facility_name,address,ward_name,lng,lat,reception,remark,other
岡村一心堂病院,岡山市東区西大寺南2-1-7,岡山市東区,134.032364,34.652241,病院ホームページ参照,西大寺,電話とネット（病院ホームページから）
岡山西大寺病院,岡山市東区金岡東町1-1-70,岡山市東区,134.027786,34.648315,086-943ｰ2211,西大寺,ネット（県共通予約システム）
栗原医院,岡山市東区西大寺中2-24-36,岡山市東区,134.036072,34.656666,086-943-3111,西大寺,電話とネット（県共通予約システム）両方
コープ西大寺診療所,岡山市東区西大寺中2-20-33,岡山市東区,134.034088,34.654728,086-944ｰ0088,西大寺,電話
産科婦人科浮田病院,岡山市東区西大寺南2-5-18,岡山市東区,134.035004,34.651653,086-942ｰ5850,西大寺,ネット（県共通予約システム）
すどうクリニック,岡山市東区西大寺中野169-7,岡山市東区,134.029724,34.656441,086-942ｰ3890,西大寺,電話
十川医院,岡山市東区西大寺中3-19-19,岡山市東区,134.038528,34.655636,086-942ｰ2016,西大寺,電話
時末消化器科内科医院,岡山市東区西大寺中1-4-35,岡山市東区,134.032745,34.653782,086-942ｰ2317,西大寺,電話
内藤医院,岡山市東区西大寺上2-2-12,岡山市東区,134.033707,34.660385,086-942ｰ2808,西大寺,電話
中村内科医院,岡山市東区金岡東町1-11-52,岡山市東区,134.027496,34.645245,086-942ｰ3838,西大寺,電話
林病院,岡山市東区西大寺中野498-1,岡山市東区,134.026718,34.655521,086-942ｰ2980,西大寺,電話
陽クリニック,岡山市東区西大寺新地16-3,岡山市東区,134.056396,34.651031,086-943ｰ8778,西大寺,電話
藤田病院,岡山市東区西大寺上3-8-63,岡山市東区,134.039688,34.661407,"080-5740-3409,080-5740-5121※平日13時～16時",西大寺,"▼受診歴有りの方→電話,▼受診歴無しの方→ネット（県共通予約システム）"
渡辺内科,岡山市東区西大寺中野884,岡山市東区,134.024048,34.656952,086-942ｰ2124,西大寺,電話
上南クリニック,岡山市東区君津321-1,岡山市東区,134.012238,34.635513,086-948ｰ5539,上南,電話
石井内科クリニック,岡山市東区神崎町105-1,岡山市東区,134.05835,34.627113,086-946ｰ2030,山南,電話
井上内科小児科医院,岡山市東区東平島921-1,岡山市東区,134.051254,34.719894,ー,上道,ネット（県共通予約システム）
澤原内科小児科医院,岡山市東区中尾646-4,岡山市東区,134.024216,34.70195,086-297ｰ6711,上道,ネット（県共通予約システム）
ぼの診療所,岡山市東区城東台東2-10-22,岡山市東区,134.029724,34.697357,086-289-5382,上道,ネット（県共通予約システム）
粟井内科医院,岡山市東区瀬戸町万富622-1,岡山市東区,134.085052,34.768742,086-953ｰ0617,瀬戸,ネット（県共通予約システム）
岩藤胃腸科・外科・歯科クリニック,岡山市東区瀬戸町沖343,岡山市東区,134.0448,34.718388,086-952ｰ1166,瀬戸,電話
うえおか内科医院,岡山市東区瀬戸町江尻1360-5,岡山市東区,134.047287,34.724731,086-952-5665,瀬戸,電話
岡山東部脳神経外科 東備クリニック,岡山市東区瀬戸町光明谷203-1,岡山市東区,134.041946,34.738621,086-952ｰ5252,瀬戸,ネット（県共通予約システム）
近藤内科,岡山市東区瀬戸町宗堂597,岡山市東区,134.061478,34.752682,086-953ｰ1610,瀬戸,電話
長島病院,岡山市東区瀬戸町瀬戸40-1,岡山市東区,134.038116,34.733421,ー,瀬戸,ネット（県共通予約システム）
間阪内科,岡山市東区瀬戸町瀬戸185-2,岡山市東区,134.039795,34.736172,086-952ｰ1717,瀬戸,ネット（県共通予約システム）
吉井外科内科クリニック,岡山市東区瀬戸町沖210,岡山市東区,134.044464,34.721321,086-952ｰ3331,瀬戸,ネット（県共通予約システム）
あだち内科クリニック,岡山市南区三浜町2-17-17,岡山市南区,133.941513,34.615524,ー,福浜,ネット（県共通予約システム）
岡山みなみクリニック,岡山市南区浜野2-7-25,岡山市南区,133.936478,34.628998,086-250ｰ5882,福浜,ネット（県共通予約システム）
小野医院,岡山市南区平福2-1-5,岡山市南区,133.948044,34.617722,086-262ｰ1127,福浜,ネット（県共通予約システム）
河合外科内科,岡山市南区豊浜町1-35,岡山市南区,133.931107,34.634125,086-231ｰ3278,福浜,ネット（県共通予約システム）
康愛クリニック,岡山市南区三浜町2丁目2番8号,岡山市南区,133.941895,34.616211,086-262-2323,福浜,電話
竹原内科医院,岡山市南区福富西2-5-40,岡山市南区,133.931976,34.623016,086-263-6710,福浜,電話
ふじわら内科小児科クリニック,岡山市南区福成1-167-1,岡山市南区,133.932617,34.615952,086-250ｰ8070,福浜,ネット（県共通予約システム）
やまだファミリークリニック,岡山市南区三浜町1-6-13,岡山市南区,133.948273,34.614754,086-262ｰ0333,福浜,ネット（県共通予約システム）
あけぼのクリニック,岡山市南区築港新町1-7-28,岡山市南区,133.937668,34.607109,086-902ｰ2211,福南,電話
かとう内科並木通り診療所,岡山市南区並木町2-27-5,岡山市南区,133.93837,34.61034,086-264ｰ8855,福南,電話
佐藤病院,岡山市南区築港栄町2-13,岡山市南区,133.944489,34.607697,086-263ｰ6622,福南,電話
セントラルシティ病院,岡山市南区築港栄町19-30,岡山市南区,133.942612,34.605881,086-264ｰ3111,福南,電話
橋本産婦人科医院,岡山市南区築港新町1-7-12,岡山市南区,133.937668,34.607109,086-264ｰ4411,福南,ネット（県共通予約システム）
ばば耳鼻咽喉科,岡山市南区並木町2-13-7,岡山市南区,133.943527,34.6101,086-902ｰ1133,福南,ネット（県共通予約システム）
松山胃腸科外科,岡山市南区松浜町16-11,岡山市南区,133.940689,34.61433,086-264ｰ3113,福南,電話
岡耳鼻咽喉科医院,岡山市南区浦安西町21-31,岡山市南区,133.910294,34.617153,086-262ｰ8552,芳泉,電話とネット（県共通予約システム）両方
岡内科医院,岡山市南区浦安本町88-7,岡山市南区,133.919846,34.606113,086-265ｰ5811,芳泉,電話
木村ファミリークリニック,岡山市南区泉田4-5-26,岡山市南区,133.91806,34.624657,086-902ｰ0007,芳泉,電話
新海医院,岡山市南区浦安西町15-7,岡山市南区,133.917831,34.616146,086-261ｰ8118,芳泉,ネット（県共通予約システム）
ながい内科クリニック,岡山市南区泉田5ｰ10-32,岡山市南区,133.911957,34.623573,086-246ｰ3332,芳泉,電話
福田小児科医院,岡山市南区福富西3-1-14,岡山市南区,133.925644,34.624336,086-263ｰ8585,芳泉,ネット（県共通予約システム）
伏見医院,岡山市南区泉田5-4-16,岡山市南区,133.911453,34.624565,086-241ｰ3480,芳泉,電話
よだクリニック,岡山市南区芳泉2-17-23,岡山市南区,133.908508,34.621048,086-245ｰ1187,芳泉,ネット（県共通予約システム）
さわだレディスクリニック,岡山市南区西市584-1,岡山市南区,133.894852,34.633381,086-246ｰ4103,芳田,ネット（県共通予約システム）
しげとし内科小児科医院,岡山市南区新保397-17,岡山市南区,133.912872,34.638729,086-222ｰ2627,芳田,電話
たなかファミリークリニック,岡山市南区米倉80,岡山市南区,133.893936,34.627247,086-243ｰ6070,芳田,電話
なかの内科クリニック,岡山市南区万倍70-10,岡山市南区,133.900177,34.627357,086-241ｰ2020,芳田,電話
前島外科内科医院,岡山市南区西市560-7,岡山市南区,133.895676,34.631512,086-241ｰ0032,芳田,ネット（県共通予約システム）
森谷内科循環器科医院,岡山市南区西市293,岡山市南区,133.901703,34.635719,086-241ｰ2835,芳田,電話
医療法人医清会山本医院,岡山市南区泉田418-25,岡山市南区,133.906464,34.626476,086-243ｰ2011,芳田,電話とネット（県共通予約システム）両方
光南台クリニック,岡山市南区北浦714,岡山市南区,133.968658,34.58728,086-267ｰ2055,光南台,電話
菅医院,岡山市南区郡54,岡山市南区,133.965088,34.583035,086-267ｰ3411,光南台,電話
岡山市立せのお病院,岡山市南区妹尾850,岡山市南区,133.863571,34.609779,ー,妹尾,ネット（県共通予約システム）
木下医院,岡山市南区妹尾1011,岡山市南区,133.862518,34.619011,086-282ｰ7788,妹尾,電話
中島病院,岡山市南区妹尾1878,岡山市南区,133.872864,34.61533,086-282ｰ0218,妹尾,ネット（県共通予約システム）
原田内科医院,岡山市南区妹尾140-2,岡山市南区,133.872101,34.611027,086-282ｰ0318,妹尾,電話
まえだ診療所,岡山市南区妹尾840-11,岡山市南区,133.865005,34.610126,086-282ｰ0812,妹尾,電話
ももたろうクリニック,岡山市南区妹尾3387-1,岡山市南区,133.862518,34.619011,086-238ｰ1010,妹尾,ネット（県共通予約システム）
青木内科小児科医院,岡山市南区大福281-5,岡山市南区,133.877914,34.621979,086-281-2277,福田,電話
あさひクリニック,岡山市南区大福150-3,岡山市南区,133.8815,34.622887,086-282ｰ6606,福田,電話
重井医学研究所附属病院,岡山市南区山田2117,岡山市南区,133.847366,34.619602,086-282ｰ5311,福田,ネット（県共通予約システム）
林内科小児科医院,岡山市南区大福1252-2,岡山市南区,133.873535,34.613155,086-282ｰ2626,福田,ネット（県共通予約システム）
三宅医院,岡山市南区大福369-8,岡山市南区,133.873566,34.620647,086-282-5100,福田,ネット（県共通予約システム）
三宅おおふくクリニック,岡山市南区大福393-1,岡山市南区,133.872971,34.619556,086-281ｰ2020,福田,ネット（県共通予約システム）
うちおグリーンクリニック,岡山市南区内尾463,岡山市南区,133.857178,34.599075,ー,興除,ネット（県共通予約システム）
岡山光南病院,岡山市南区東畦767-3,岡山市南区,133.874344,34.601719,086-282ｰ05８０,興除,電話
寺沢クリニック,岡山市南区東畦766-20,岡山市南区,133.879654,34.604446,086-281-7211,興除,電話
なかとう整形外科,岡山市南区中畦183-4,岡山市南区,133.857346,34.58403,086-298ｰ3811,興除,電話
ほりぐち医院,岡山市南区東畦80-9,岡山市南区,133.870331,34.60371,086-281ｰ9380,興除,ネット（県共通予約システム）
さとう内科クリニック,岡山市南区藤田560-524,岡山市南区,133.887695,34.591232,086-296ｰ8822,藤田,電話
葵クリニック,岡山市南区藤田560-516,岡山市南区,133.887695,34.591232,ー,藤田,ネット（県共通予約システム）
みやけ内科クリニック,岡山市南区藤田674-6,岡山市南区,133.903137,34.613693,086-296ｰ7778,藤田,電話
須田外科内科医院,岡山市南区西紅陽台3-1-120,岡山市南区,133.890182,34.543713,ー,灘崎,ネット（県共通予約システム）
池田医院,岡山市南区彦崎２８０１－１,岡山市南区,133.836624,34.552418,086-362-3100,灘崎,電話とネット（県共通予約システム）両方
松木内科,岡山市南区宗津930,岡山市南区,133.872314,34.537628,086-362ｰ0247,灘崎,ネット（県共通予約システム）
渡辺医院,岡山市南区彦崎2869-8,岡山市南区,133.833038,34.552826,086-362ｰ0363,灘崎,電話
